curColor,curPer,curColor2,curPer2,curColor3,curPer3,curObject,curHead,curTitle,curExplain,curArtist,genre
Grey,10.6,Grey,7.91,Brown,6.93,"하늘, 몸짓, 햇빛, 행복하다, 구름, 자연 속의 사람들, 오락, 열, 해돋이, 수평선",어서와2024년! 새해에좋은일만가득할거야 ? 2024년새해시작을알리는노래HAPPYNEWYEAR,dna,,LANY,POP
Grey,10.6,Grey,7.91,Brown,6.93,"하늘, 몸짓, 햇빛, 행복하다, 구름, 자연 속의 사람들, 오락, 열, 해돋이, 수평선",어서와2024년! 새해에좋은일만가득할거야 ? 2024년새해시작을알리는노래HAPPYNEWYEAR,Have A Good Summer,,Valley,POP
Grey,10.6,Grey,7.91,Brown,6.93,"하늘, 몸짓, 햇빛, 행복하다, 구름, 자연 속의 사람들, 오락, 열, 해돋이, 수평선",어서와2024년! 새해에좋은일만가득할거야 ? 2024년새해시작을알리는노래HAPPYNEWYEAR,Love U Like That,,Lauv,POP
Grey,10.6,Grey,7.91,Brown,6.93,"하늘, 몸짓, 햇빛, 행복하다, 구름, 자연 속의 사람들, 오락, 열, 해돋이, 수평선",어서와2024년! 새해에좋은일만가득할거야 ? 2024년새해시작을알리는노래HAPPYNEWYEAR,tomorrow tonight,,Loote,POP
Grey,10.6,Grey,7.91,Brown,6.93,"하늘, 몸짓, 햇빛, 행복하다, 구름, 자연 속의 사람들, 오락, 열, 해돋이, 수평선",어서와2024년! 새해에좋은일만가득할거야 ? 2024년새해시작을알리는노래HAPPYNEWYEAR,Home Is Where The Hurt Is,,LANY,POP
Grey,10.6,Grey,7.91,Brown,6.93,"하늘, 몸짓, 햇빛, 행복하다, 구름, 자연 속의 사람들, 오락, 열, 해돋이, 수평선",어서와2024년! 새해에좋은일만가득할거야 ? 2024년새해시작을알리는노래HAPPYNEWYEAR,Steal The Show,,Lauv,POP
Grey,10.6,Grey,7.91,Brown,6.93,"하늘, 몸짓, 햇빛, 행복하다, 구름, 자연 속의 사람들, 오락, 열, 해돋이, 수평선",어서와2024년! 새해에좋은일만가득할거야 ? 2024년새해시작을알리는노래HAPPYNEWYEAR,With You,,Mokita,POP
Grey,10.6,Grey,7.91,Brown,6.93,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,Water,,Tyla,POP
Grey,10.6,Grey,7.91,Brown,6.93,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,Red Flags,,Rahky,R&B
Grey,10.6,Grey,7.91,Brown,6.93,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,Happier Than Ever,,ASTN,R&B
Grey,10.6,Grey,7.91,Brown,6.93,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,The Signs,,Tash,R&B
Grey,10.6,Grey,7.91,Brown,6.93,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,OTB,,Vedo,R&B
Grey,10.6,Grey,7.91,Brown,6.93,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,Snooze,,SZA,R&B
Grey,10.6,Grey,7.91,Brown,6.93,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,You're Almost There,,ASTN,POP
Grey,10.6,Grey,7.91,Brown,6.93,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,attention,,thuy,R&B
Black,39.23,Grey,16.07,Pink,11.36,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,trippin',,thuy,R&B
Black,39.23,Grey,16.07,Pink,11.36,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,Soul,,Vedo,R&B
Black,39.23,Grey,16.07,Pink,11.36,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,figured u out,,thuy,R&B
Black,39.23,Grey,16.07,Pink,11.36,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,How Soon,,ASTN,R&B
Black,39.23,Grey,16.07,Pink,11.36,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,Celebrate,,Vedo,R&B
Black,39.23,Grey,16.07,Pink,11.36,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,Temporary Low,,Soli,R&B
Black,39.23,Grey,16.07,Pink,11.36,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,Consistency,,Vedo,R&B
Pink,67.47,Black,23.38,Pink,3.74,"소매, 폰트, 색조 및 음영, 오디오 장비, 속눈썹, 마젠타, 티셔츠, 운동복, 상표, 패션 액세서리",가장인기가많았던알앤비팝   | BestGrooveR&BPop91songs,She Asked Me,,Jozzy,POP
Pink,67.47,Black,23.38,Pink,3.74,"식물, 웃다, 플래시 사진, 패션, 소매, 나무, 자연 속의 사람들, 격자 무늬 모직물, 흑발, 가죽 재킷",?? 하늘높이달리고싶은신나는락밴드음악모음,Good To Me,,eJe,R&B
Pink,67.47,Black,23.38,Pink,3.74,"식물, 웃다, 플래시 사진, 패션, 소매, 나무, 자연 속의 사람들, 격자 무늬 모직물, 흑발, 가죽 재킷",?? 하늘높이달리고싶은신나는락밴드음악모음,변해져가네,,림헤엄,랩/힙합
Pink,67.47,Black,23.38,Pink,3.74,"식물, 웃다, 플래시 사진, 패션, 소매, 나무, 자연 속의 사람들, 격자 무늬 모직물, 흑발, 가죽 재킷",?? 하늘높이달리고싶은신나는락밴드음악모음,거품,,다양성,인디
Pink,67.47,Black,23.38,Pink,3.74,"식물, 웃다, 플래시 사진, 패션, 소매, 나무, 자연 속의 사람들, 격자 무늬 모직물, 흑발, 가죽 재킷",?? 하늘높이달리고싶은신나는락밴드음악모음,나를 보면 잡아,,반디,인디
Pink,67.47,Black,23.38,Pink,3.74,"식물, 웃다, 플래시 사진, 패션, 소매, 나무, 자연 속의 사람들, 격자 무늬 모직물, 흑발, 가죽 재킷",?? 하늘높이달리고싶은신나는락밴드음악모음,무지개,,헤온,인디
Pink,67.47,Black,23.38,Pink,3.74,"식물, 웃다, 플래시 사진, 패션, 소매, 나무, 자연 속의 사람들, 격자 무늬 모직물, 흑발, 가죽 재킷",?? 하늘높이달리고싶은신나는락밴드음악모음,페퍼민트,,웨더보트,록/메탈
Pink,67.47,Black,23.38,Pink,3.74,"식물, 웃다, 플래시 사진, 패션, 소매, 나무, 자연 속의 사람들, 격자 무늬 모직물, 흑발, 가죽 재킷",?? 하늘높이달리고싶은신나는락밴드음악모음,coii,,cotoba,인디
Pink,67.47,Black,23.38,Pink,3.74,"식물, 웃다, 플래시 사진, 패션, 소매, 나무, 자연 속의 사람들, 격자 무늬 모직물, 흑발, 가죽 재킷",?? 하늘높이달리고싶은신나는락밴드음악모음,아이,,서욱진,인디
Pink,67.47,Black,23.38,Pink,3.74,"사진, 웃다, 패션, 반바지, 행복하다, 몸짓, 재미있는, 오락, 격자 무늬 모직물, 사회 집단",가장인기가많았던신나는팝송모음  | BestPopularSongs,Kids Are Born Stars,,Lauv,POP
Pink,67.47,Black,23.38,Pink,3.74,"사진, 웃다, 패션, 반바지, 행복하다, 몸짓, 재미있는, 오락, 격자 무늬 모직물, 사회 집단",가장인기가많았던신나는팝송모음  | BestPopularSongs,All 4 Nothing,,Lauv,POP
Pink,67.47,Black,23.38,Pink,3.74,"사진, 웃다, 패션, 반바지, 행복하다, 몸짓, 재미있는, 오락, 격자 무늬 모직물, 사회 집단",가장인기가많았던신나는팝송모음  | BestPopularSongs,Evenings & Weekends,,Valley,POP
Pink,67.47,Black,23.38,Pink,3.74,"사진, 웃다, 패션, 반바지, 행복하다, 몸짓, 재미있는, 오락, 격자 무늬 모직물, 사회 집단",가장인기가많았던신나는팝송모음  | BestPopularSongs,girls like me don't cry,,thuy,R&B
Pink,67.47,Black,23.38,Pink,3.74,"사진, 웃다, 패션, 반바지, 행복하다, 몸짓, 재미있는, 오락, 격자 무늬 모직물, 사회 집단",가장인기가많았던신나는팝송모음  | BestPopularSongs,Love U Like That,,Lauv,POP
Pink,67.47,Black,23.38,Pink,3.74,"사진, 웃다, 패션, 반바지, 행복하다, 몸짓, 재미있는, 오락, 격자 무늬 모직물, 사회 집단",가장인기가많았던신나는팝송모음  | BestPopularSongs,Have A Good Summer,,Valley,POP
Black,40.6,Black,23.28,Grey,12.87,"사진, 웃다, 패션, 반바지, 행복하다, 몸짓, 재미있는, 오락, 격자 무늬 모직물, 사회 집단",가장인기가많았던신나는팝송모음  | BestPopularSongs,SOCIETY,,Valley,POP
Black,40.6,Black,23.28,Grey,12.87,"사진, 웃다, 패션, 반바지, 행복하다, 몸짓, 재미있는, 오락, 격자 무늬 모직물, 사회 집단",가장인기가많았던신나는팝송모음  | BestPopularSongs,Love At First Fight,,LANY,POP
Black,40.6,Black,23.28,Grey,12.87,"사진, 웃다, 패션, 반바지, 행복하다, 몸짓, 재미있는, 오락, 격자 무늬 모직물, 사회 집단",가장인기가많았던신나는팝송모음  | BestPopularSongs,After Ours,,Dahl,POP
Black,40.6,Black,23.28,Grey,12.87,"사진, 웃다, 패션, 반바지, 행복하다, 몸짓, 재미있는, 오락, 격자 무늬 모직물, 사회 집단",가장인기가많았던신나는팝송모음  | BestPopularSongs,LAST GOODBYE,,sunkis,기타
Black,40.6,Black,23.28,Grey,12.87,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,Alonica,,LANY,POP
Black,40.6,Black,23.28,Grey,12.87,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,Love Somebody,,Lauv,POP
Black,40.6,Black,23.28,Grey,12.87,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,anything 4 u,,LANY,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,Foolish,,Faime,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,Letters,,Maximillian,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,Miss Me,,Lauv,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,nobody else,,LANY,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,"the older you get, the less you cry",,LANY,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,good guys,,LANY,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,Mirror,,Maximillian,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,Feelings,,Lauv,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,Never Not,,Lauv,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,aftermath,,vaultboy,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,Another Day,,Gervs,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,Ring Pop,,Jax,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,Dishes,,Lauv,POP
Grey,33.98,Black,33.68,Grey,10.49,"하늘, 구름, 마천루, 대기, 건물, 탑, 세계, 자연, 타워 블록, 건축학",올해가장인기가많았던잔잔한팝송,For Now,,Lauv,POP
Green,20.37,Brown,3.37,Grey,2.97,"겉옷, 소매, 몸짓, 머리 장식, 캡, 개인 보호 장비, 폰트, 티셔츠, 플래시 사진, 안경",올해가장인기가많았던외국힙합모음  | BestHipHopMix,Ayy Macarena,,Tyga,랩/힙합
Green,20.37,Brown,3.37,Grey,2.97,"겉옷, 소매, 몸짓, 머리 장식, 캡, 개인 보호 장비, 폰트, 티셔츠, 플래시 사진, 안경",올해가장인기가많았던외국힙합모음  | BestHipHopMix,Fantastic,,Tyga,랩/힙합
Green,20.37,Brown,3.37,Grey,2.97,"겉옷, 소매, 몸짓, 머리 장식, 캡, 개인 보호 장비, 폰트, 티셔츠, 플래시 사진, 안경",올해가장인기가많았던외국힙합모음  | BestHipHopMix,When I Grow Up,,NF,랩/힙합
Green,20.37,Brown,3.37,Grey,2.97,"겉옷, 소매, 몸짓, 머리 장식, 캡, 개인 보호 장비, 폰트, 티셔츠, 플래시 사진, 안경",올해가장인기가많았던외국힙합모음  | BestHipHopMix,Taco Tuesday,,Migos,랩/힙합
Green,20.37,Brown,3.37,Grey,2.97,"겉옷, 소매, 몸짓, 머리 장식, 캡, 개인 보호 장비, 폰트, 티셔츠, 플래시 사진, 안경",올해가장인기가많았던외국힙합모음  | BestHipHopMix,Oh Shhh,,DreamDoll,랩/힙합
Green,20.37,Brown,3.37,Grey,2.97,"겉옷, 소매, 몸짓, 머리 장식, 캡, 개인 보호 장비, 폰트, 티셔츠, 플래시 사진, 안경",올해가장인기가많았던외국힙합모음  | BestHipHopMix,Kokamoe Freestyle,,GoldLink,랩/힙합
Green,20.37,Brown,3.37,Grey,2.97,"겉옷, 소매, 몸짓, 머리 장식, 캡, 개인 보호 장비, 폰트, 티셔츠, 플래시 사진, 안경",올해가장인기가많았던외국힙합모음  | BestHipHopMix,Bonita,,27Delly,랩/힙합
Green,20.37,Brown,3.37,Grey,2.97,"겉옷, 소매, 몸짓, 머리 장식, 캡, 개인 보호 장비, 폰트, 티셔츠, 플래시 사진, 안경",올해가장인기가많았던외국힙합모음  | BestHipHopMix,Tap In,,Saweetie,랩/힙합
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,INVITATION,,JUNNY,R&B
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,미워,,Crush,R&B
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,거리에서,,릴러말즈,랩/힙합
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,Bad Habits,,Crush,R&B
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,도비,,Millennio,R&B
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,Candy,,박재범,R&B
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,차가워,,Chan,R&B
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,Never Let Me Go,,문수진,R&B
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,My Time,,문수진,R&B
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,책을 넘기는 듯한 마음으로,,homezone,R&B
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,GANADARA,,박재범,R&B
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,AURA,,JUNNY,R&B
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,밤거리,,문수진,R&B
Grey,30.39,Black,12.79,Black,12.78,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,Better Days,,JUNNY,R&B
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,팔레트,,김뮤지엄,R&B
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,비가 그치면,,Hoody,R&B
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,이쁜 여자가 좋더라,,릴러말즈,랩/힙합
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,나쁜 X,,릴러말즈,랩/힙합
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,Alone,,쿠기,랩/힙합
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,Runaway,,오웰무드,R&B
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,REFUEL,,Wavycake,R&B
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,Droppa,,MELOH,랩/힙합
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,Why,,박재범,댄스
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,LATELY,,pH-1,랩/힙합
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,MOVIE,,정진우,R&B
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,RAINBOW,,PL,R&B
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,Hotel Lobby,,페노메코,랩/힙합
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,CITY LOVE,,pH-1,랩/힙합
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,Trip,,릴러말즈,랩/힙합
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,불편해,,릴러말즈,R&B
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,LONELY,,기한,R&B
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,Not My Friend,,YUNB,R&B
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,한 개도 몰라,,릴러말즈,랩/힙합
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,네가 듣기를,,애주레버,R&B
Black,21.67,Grey,7.55,Black,5.75,"말뿐인, 속눈썹, 구름, 하늘, 플래시 사진, 자연 속의 사람들, 턱, 행복하다, 미술, 흑발",올해가장인기가많았던국내힙합R&B감성힙합l2023KoreanBestHip-HopSongs,이제서야,,Gist,R&B
Black,21.67,Grey,7.55,Black,5.75,"입, 속눈썹, 몸짓, 플래시 사진, 안경, 손가락, 간단한 기계 장치, 편안, 자동차 디자인, 전자 기기",하루종일틀어놓기좋은감성국내힙합R&B,차가워,,Chan,R&B
Black,21.67,Grey,7.55,Black,5.75,"입, 속눈썹, 몸짓, 플래시 사진, 안경, 손가락, 간단한 기계 장치, 편안, 자동차 디자인, 전자 기기",하루종일틀어놓기좋은감성국내힙합R&B,Flow ),,시엔,R&B
Black,21.67,Grey,7.55,Black,5.75,"입, 속눈썹, 몸짓, 플래시 사진, 안경, 손가락, 간단한 기계 장치, 편안, 자동차 디자인, 전자 기기",하루종일틀어놓기좋은감성국내힙합R&B,Boat,,죠지,R&B
Black,21.67,Grey,7.55,Black,5.75,"입, 속눈썹, 몸짓, 플래시 사진, 안경, 손가락, 간단한 기계 장치, 편안, 자동차 디자인, 전자 기기",하루종일틀어놓기좋은감성국내힙합R&B,Better Days,,JUNNY,R&B
Black,21.67,Grey,7.55,Black,5.75,"입, 속눈썹, 몸짓, 플래시 사진, 안경, 손가락, 간단한 기계 장치, 편안, 자동차 디자인, 전자 기기",하루종일틀어놓기좋은감성국내힙합R&B,비가 그치면,,Hoody,R&B
Black,21.67,Grey,7.55,Black,5.75,"입, 속눈썹, 몸짓, 플래시 사진, 안경, 손가락, 간단한 기계 장치, 편안, 자동차 디자인, 전자 기기",하루종일틀어놓기좋은감성국내힙합R&B,phobia,,다운,R&B
