curColor,curPer,curColor2,curPer2,curColor3,curPer3,curObject,curHead,curTitle,curExplain,curArtist
Pink,28.39,Grey,21.71,Grey,18.63,"['폰트', '자연 경관', '풍경', '심벌 마크', '상표', '미술', '흑백 사진', '행복하다', '제도법', '단색화']",포근한방구석에서이불덮고듣는편안한국내띵곡모음,night flight,,우드로와일드
Pink,28.39,Grey,21.71,Grey,18.63,"['폰트', '자연 경관', '풍경', '심벌 마크', '상표', '미술', '흑백 사진', '행복하다', '제도법', '단색화']",포근한방구석에서이불덮고듣는편안한국내띵곡모음,Sangria,,hyun
Pink,28.39,Grey,21.71,Grey,18.63,"['폰트', '자연 경관', '풍경', '심벌 마크', '상표', '미술', '흑백 사진', '행복하다', '제도법', '단색화']",포근한방구석에서이불덮고듣는편안한국내띵곡모음,Stuck In You,,SLWR
Pink,28.39,Grey,21.71,Grey,18.63,"['폰트', '자연 경관', '풍경', '심벌 마크', '상표', '미술', '흑백 사진', '행복하다', '제도법', '단색화']",포근한방구석에서이불덮고듣는편안한국내띵곡모음,순간을 지나는 우리는,,서울인블루
Pink,28.39,Grey,21.71,Grey,18.63,"['폰트', '자연 경관', '풍경', '심벌 마크', '상표', '미술', '흑백 사진', '행복하다', '제도법', '단색화']",포근한방구석에서이불덮고듣는편안한국내띵곡모음,ulcho,,Salku
Pink,28.39,Grey,21.71,Grey,18.63,"['폰트', '자연 경관', '풍경', '심벌 마크', '상표', '미술', '흑백 사진', '행복하다', '제도법', '단색화']",포근한방구석에서이불덮고듣는편안한국내띵곡모음,Darling,,우드로와일드
Pink,28.39,Grey,21.71,Grey,18.63,"['폰트', '자연 경관', '풍경', '심벌 마크', '상표', '미술', '흑백 사진', '행복하다', '제도법', '단색화']",포근한방구석에서이불덮고듣는편안한국내띵곡모음,가을을 놓지 않으려,,뮤뭉
Pink,28.39,Grey,21.71,Grey,18.63,"['폰트', '자연 경관', '풍경', '심벌 마크', '상표', '미술', '흑백 사진', '행복하다', '제도법', '단색화']",포근한방구석에서이불덮고듣는편안한국내띵곡모음,muldeuldawn,,Salku
Pink,28.39,Grey,21.71,Grey,18.63,"['폰트', '자연 경관', '풍경', '심벌 마크', '상표', '미술', '흑백 사진', '행복하다', '제도법', '단색화']",포근한방구석에서이불덮고듣는편안한국내띵곡모음,붉은 실,,Slowcity
Pink,28.39,Grey,21.71,Grey,18.63,"['폰트', '자연 경관', '풍경', '심벌 마크', '상표', '미술', '흑백 사진', '행복하다', '제도법', '단색화']",포근한방구석에서이불덮고듣는편안한국내띵곡모음,01청춘,,차수민
Pink,28.39,Grey,21.71,Grey,18.63,"['폰트', '자연 경관', '풍경', '심벌 마크', '상표', '미술', '흑백 사진', '행복하다', '제도법', '단색화']",포근한방구석에서이불덮고듣는편안한국내띵곡모음,Just be yourself,,담담
Pink,28.39,Grey,21.71,Grey,18.63,"['폰트', '자연 경관', '풍경', '심벌 마크', '상표', '미술', '흑백 사진', '행복하다', '제도법', '단색화']",포근한방구석에서이불덮고듣는편안한국내띵곡모음,"너에게 나는 배경의 하나일 수 있겠지만, 나에게 너는 세상의 중심이야",,노형돈
Pink,28.39,Grey,21.71,Grey,18.63,"['폰트', '자연 경관', '풍경', '심벌 마크', '상표', '미술', '흑백 사진', '행복하다', '제도법', '단색화']",포근한방구석에서이불덮고듣는편안한국내띵곡모음,메리 크리스마스,,좋아서하는밴드
Pink,28.39,Grey,21.71,Grey,18.63,"['머리카락', '머리', '말뿐인', '눈', '플래시 사진', '자연 속의 사람들', '속눈썹', '아이리스', '식물', '흑발']",작업할때편하게듣기좋은국내음악모음인디&알앤비,밤 비,,some:r
Pink,28.39,Grey,21.71,Grey,18.63,"['머리카락', '머리', '말뿐인', '눈', '플래시 사진', '자연 속의 사람들', '속눈썹', '아이리스', '식물', '흑발']",작업할때편하게듣기좋은국내음악모음인디&알앤비,Winded,,homezone
Pink,28.39,Grey,21.71,Grey,18.63,"['머리카락', '머리', '말뿐인', '눈', '플래시 사진', '자연 속의 사람들', '속눈썹', '아이리스', '식물', '흑발']",작업할때편하게듣기좋은국내음악모음인디&알앤비,Know me Remix,,GEMINI
Pink,28.39,Grey,21.71,Grey,18.63,"['머리카락', '머리', '말뿐인', '눈', '플래시 사진', '자연 속의 사람들', '속눈썹', '아이리스', '식물', '흑발']",작업할때편하게듣기좋은국내음악모음인디&알앤비,Better Days,,JUNNY
Pink,28.39,Grey,21.71,Grey,18.63,"['머리카락', '머리', '말뿐인', '눈', '플래시 사진', '자연 속의 사람들', '속눈썹', '아이리스', '식물', '흑발']",작업할때편하게듣기좋은국내음악모음인디&알앤비,Boat,,죠지
Pink,28.39,Grey,21.71,Grey,18.63,"['머리카락', '머리', '말뿐인', '눈', '플래시 사진', '자연 속의 사람들', '속눈썹', '아이리스', '식물', '흑발']",작업할때편하게듣기좋은국내음악모음인디&알앤비,Comfortable,,NASON
Pink,28.39,Grey,21.71,Grey,18.63,"['머리카락', '머리', '말뿐인', '눈', '플래시 사진', '자연 속의 사람들', '속눈썹', '아이리스', '식물', '흑발']",작업할때편하게듣기좋은국내음악모음인디&알앤비,비행기 모드,,하츠
Pink,28.39,Grey,21.71,Grey,18.63,"['머리카락', '머리', '말뿐인', '눈', '플래시 사진', '자연 속의 사람들', '속눈썹', '아이리스', '식물', '흑발']",작업할때편하게듣기좋은국내음악모음인디&알앤비,보통의 고백,,크르르
Pink,28.39,Grey,21.71,Grey,18.63,"['머리카락', '머리', '말뿐인', '눈', '플래시 사진', '자연 속의 사람들', '속눈썹', '아이리스', '식물', '흑발']",작업할때편하게듣기좋은국내음악모음인디&알앤비,Horizon,,주영
Grey,11.75,Grey,10.8,Grey,10.67,"['머리카락', '머리', '말뿐인', '눈', '플래시 사진', '자연 속의 사람들', '속눈썹', '아이리스', '식물', '흑발']",작업할때편하게듣기좋은국내음악모음인디&알앤비,Found you,,채옐
Grey,11.75,Grey,10.8,Grey,10.67,"['머리카락', '머리', '말뿐인', '눈', '플래시 사진', '자연 속의 사람들', '속눈썹', '아이리스', '식물', '흑발']",작업할때편하게듣기좋은국내음악모음인디&알앤비,별 보러 가자,,적재
Grey,11.75,Grey,10.8,Grey,10.67,"['머리카락', '머리', '말뿐인', '눈', '플래시 사진', '자연 속의 사람들', '속눈썹', '아이리스', '식물', '흑발']",작업할때편하게듣기좋은국내음악모음인디&알앤비,Walk!,,싸비
Grey,11.75,Grey,10.8,Grey,10.67,"['머리카락', '머리', '말뿐인', '눈', '플래시 사진', '자연 속의 사람들', '속눈썹', '아이리스', '식물', '흑발']",작업할때편하게듣기좋은국내음악모음인디&알앤비,Each Other,,jeebanoff
Grey,11.75,Grey,10.8,Grey,10.67,"['창문', '자동차 조명', '색조 및 음영', '건물', '어둠', '도시', '거리', '자정', '방', '반사']",당신의오늘하루는어땠나요? 삶에힘들고지칠때너의위로가되어주길 │asoothingcollectionofpopsongs,Alonica,,LANY
Grey,11.75,Grey,10.8,Grey,10.67,"['창문', '자동차 조명', '색조 및 음영', '건물', '어둠', '도시', '거리', '자정', '방', '반사']",당신의오늘하루는어땠나요? 삶에힘들고지칠때너의위로가되어주길 │asoothingcollectionofpopsongs,nobody else,,LANY
Grey,11.75,Grey,10.8,Grey,10.67,"['창문', '자동차 조명', '색조 및 음영', '건물', '어둠', '도시', '거리', '자정', '방', '반사']",당신의오늘하루는어땠나요? 삶에힘들고지칠때너의위로가되어주길 │asoothingcollectionofpopsongs,Closure,,Hayd
Grey,11.75,Grey,10.8,Grey,10.67,"['창문', '자동차 조명', '색조 및 음영', '건물', '어둠', '도시', '거리', '자정', '방', '반사']",당신의오늘하루는어땠나요? 삶에힘들고지칠때너의위로가되어주길 │asoothingcollectionofpopsongs,I Won't,,Etham
Grey,11.75,Grey,10.8,Grey,10.67,"['구름', '하늘', '플래시 사진', '황혼', '행복하다', '흑발', '여행하다', '수평선', '긴 머리', '풍경']",기분좋은하루의시작! 듣고있으면마음이편안해지는음악,밤 비,,some:r
Grey,11.75,Grey,10.8,Grey,10.67,"['구름', '하늘', '플래시 사진', '황혼', '행복하다', '흑발', '여행하다', '수평선', '긴 머리', '풍경']",기분좋은하루의시작! 듣고있으면마음이편안해지는음악,비가 그치면,,Hoody
Grey,11.75,Grey,10.8,Grey,10.67,"['구름', '하늘', '플래시 사진', '황혼', '행복하다', '흑발', '여행하다', '수평선', '긴 머리', '풍경']",기분좋은하루의시작! 듣고있으면마음이편안해지는음악,Better Days,,JUNNY
Grey,11.75,Grey,10.8,Grey,10.67,"['구름', '하늘', '플래시 사진', '황혼', '행복하다', '흑발', '여행하다', '수평선', '긴 머리', '풍경']",기분좋은하루의시작! 듣고있으면마음이편안해지는음악,Boat,,죠지
Grey,11.75,Grey,10.8,Grey,10.67,"['구름', '하늘', '플래시 사진', '황혼', '행복하다', '흑발', '여행하다', '수평선', '긴 머리', '풍경']",기분좋은하루의시작! 듣고있으면마음이편안해지는음악,Waiting For You,,Aden
Grey,11.75,Grey,10.8,Grey,10.67,"['구름', '하늘', '플래시 사진', '황혼', '행복하다', '흑발', '여행하다', '수평선', '긴 머리', '풍경']",기분좋은하루의시작! 듣고있으면마음이편안해지는음악,섬,,오넌
Grey,11.75,Grey,10.8,Grey,10.67,"['구름', '하늘', '플래시 사진', '황혼', '행복하다', '흑발', '여행하다', '수평선', '긴 머리', '풍경']",기분좋은하루의시작! 듣고있으면마음이편안해지는음악,Found you,,채옐
Grey,11.75,Grey,10.8,Grey,10.67,"['구름', '하늘', '플래시 사진', '황혼', '행복하다', '흑발', '여행하다', '수평선', '긴 머리', '풍경']",기분좋은하루의시작! 듣고있으면마음이편안해지는음악,Door,,tripleS
Grey,11.75,Grey,10.8,Grey,10.67,"['구름', '하늘', '플래시 사진', '황혼', '행복하다', '흑발', '여행하다', '수평선', '긴 머리', '풍경']",기분좋은하루의시작! 듣고있으면마음이편안해지는음악,보통의 고백,,크르르
Grey,11.75,Grey,10.8,Grey,10.67,"['구름', '하늘', '플래시 사진', '황혼', '행복하다', '흑발', '여행하다', '수평선', '긴 머리', '풍경']",기분좋은하루의시작! 듣고있으면마음이편안해지는음악,ALL I WANT,,로버스
Grey,11.75,Grey,10.8,Grey,10.67,"['구름', '하늘', '플래시 사진', '황혼', '행복하다', '흑발', '여행하다', '수평선', '긴 머리', '풍경']",기분좋은하루의시작! 듣고있으면마음이편안해지는음악,귀여우면 끝난 거라고 하던데,,휘슬
Grey,11.75,Grey,10.8,Grey,10.67,"['구름', '하늘', '플래시 사진', '황혼', '행복하다', '흑발', '여행하다', '수평선', '긴 머리', '풍경']",기분좋은하루의시작! 듣고있으면마음이편안해지는음악,Blush,,ZOEE
Grey,11.75,Grey,10.8,Grey,10.67,"['구름', '하늘', '플래시 사진', '황혼', '행복하다', '흑발', '여행하다', '수평선', '긴 머리', '풍경']",기분좋은하루의시작! 듣고있으면마음이편안해지는음악,Take it IZY,,이지카이트
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,눈사람,,정승환
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,겨울 끝에,,로즈아나
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,밤 비,,some:r
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,Beautiful,,Crush
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,향수,,Crush
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,Slow,,SOLE
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,바라봐줘요,,죠지
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,널 더,,blah
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,How I Feel,,PARCO
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,여기 있을게,,Kinn
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,Found you,,채옐
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,그냥 두기로,,DMEANOR
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,Wave,,히튼
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,Door,,tripleS
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,Go to the Moon,,ARTLOVEU
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '물', '눈', '검은색', '플래시 사진', '자연 속의 사람들', '나무', '동결', '시원한', '흑발']",언제들어도좋지만 ?? 추운겨울에들으면더좋은국내음악 & 알앤비,나의 위로,,임단우
Grey,11.75,Grey,10.8,Grey,10.67,"['식물', '꽃', '자연 속의 사람들', '식물학', '플래시 사진', '행복하다', '잔디', '엷은 황갈색', '흑발', '웃다']",하루종일틀어놓기좋은감성힙합 & 알앤비힙합모음,How I Feel,,PARCO
Grey,11.75,Grey,10.8,Grey,10.67,"['식물', '꽃', '자연 속의 사람들', '식물학', '플래시 사진', '행복하다', '잔디', '엷은 황갈색', '흑발', '웃다']",하루종일틀어놓기좋은감성힙합 & 알앤비힙합모음,밤 비,,some:r
Grey,11.75,Grey,10.8,Grey,10.67,"['식물', '꽃', '자연 속의 사람들', '식물학', '플래시 사진', '행복하다', '잔디', '엷은 황갈색', '흑발', '웃다']",하루종일틀어놓기좋은감성힙합 & 알앤비힙합모음,얼마나 더,,황세현
Grey,11.75,Grey,10.8,Grey,10.67,"['식물', '꽃', '자연 속의 사람들', '식물학', '플래시 사진', '행복하다', '잔디', '엷은 황갈색', '흑발', '웃다']",하루종일틀어놓기좋은감성힙합 & 알앤비힙합모음,Last 너,,Geniejin
Grey,11.75,Grey,10.8,Grey,10.67,"['식물', '꽃', '자연 속의 사람들', '식물학', '플래시 사진', '행복하다', '잔디', '엷은 황갈색', '흑발', '웃다']",하루종일틀어놓기좋은감성힙합 & 알앤비힙합모음,DM,,NAGASAWA
Grey,11.75,Grey,10.8,Grey,10.67,"['식물', '꽃', '자연 속의 사람들', '식물학', '플래시 사진', '행복하다', '잔디', '엷은 황갈색', '흑발', '웃다']",하루종일틀어놓기좋은감성힙합 & 알앤비힙합모음,반짝,,칼
Grey,11.75,Grey,10.8,Grey,10.67,"['식물', '꽃', '자연 속의 사람들', '식물학', '플래시 사진', '행복하다', '잔디', '엷은 황갈색', '흑발', '웃다']",하루종일틀어놓기좋은감성힙합 & 알앤비힙합모음,Do It Like,,TAETAE
Grey,11.75,Grey,10.8,Grey,10.67,"['식물', '꽃', '자연 속의 사람들', '식물학', '플래시 사진', '행복하다', '잔디', '엷은 황갈색', '흑발', '웃다']",하루종일틀어놓기좋은감성힙합 & 알앤비힙합모음,안되겠어,,히튼
Grey,11.75,Grey,10.8,Grey,10.67,"['식물', '꽃', '자연 속의 사람들', '식물학', '플래시 사진', '행복하다', '잔디', '엷은 황갈색', '흑발', '웃다']",하루종일틀어놓기좋은감성힙합 & 알앤비힙합모음,Pretty NUNA,,Geniejin
Grey,11.75,Grey,10.8,Grey,10.67,"['식물', '꽃', '자연 속의 사람들', '식물학', '플래시 사진', '행복하다', '잔디', '엷은 황갈색', '흑발', '웃다']",하루종일틀어놓기좋은감성힙합 & 알앤비힙합모음,노스텔지아,,파브
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,나무,,카더가든
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,가을밤에 든 생각,,잔나비
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,아이,,와잇
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,초록을거머쥔우리는,,잔나비
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,하늘엔 별이 떠있고 너만큼은 빛나질 않아,,이민혁
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,난 너만 사랑해서,,알레프
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,욕심많은 잠자리,,도요
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,꿈을 꾸다,,올옷
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,달을 그린다,,김민
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,나는 너가 아니야,,차현준
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,We maybe find the road,,김기원
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,나의 바다,,김기원
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,문득,,김기원
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,Light my candle,,yooji
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,고백,,이세연
Grey,11.75,Grey,10.8,Grey,10.67,"['말뿐인', '손', '속눈썹', '플래시 사진', '행복하다', '몸짓', '립스틱', '여행하다', '레이어드 헤어', '긴 머리']",여운을남기는잔잔한어쿠스틱인디음악 | 모음Acoustic,Dear,,디에이드
Grey,11.75,Grey,10.8,Grey,10.67,"['검은색', '캡', '플래시 사진', '소매', '재킷', '스타일', '가죽 재킷', '수염', '시원한', '폰트']",외힙은기가막히게트니까나만믿고들어봐   | BestHipHopMix2024,I Just Know,,Bugus
Grey,11.75,Grey,10.8,Grey,10.67,"['검은색', '캡', '플래시 사진', '소매', '재킷', '스타일', '가죽 재킷', '수염', '시원한', '폰트']",외힙은기가막히게트니까나만믿고들어봐   | BestHipHopMix2024,piccolo,,bbno$
Grey,11.75,Grey,10.8,Grey,10.67,"['검은색', '캡', '플래시 사진', '소매', '재킷', '스타일', '가죽 재킷', '수염', '시원한', '폰트']",외힙은기가막히게트니까나만믿고들어봐   | BestHipHopMix2024,BIG MAD,,Ktlyn
Grey,11.75,Grey,10.8,Grey,10.67,"['검은색', '캡', '플래시 사진', '소매', '재킷', '스타일', '가죽 재킷', '수염', '시원한', '폰트']",외힙은기가막히게트니까나만믿고들어봐   | BestHipHopMix2024,Tuesday,,Duckwrth
Grey,11.75,Grey,10.8,Grey,10.67,"['이마', '코', '볼', '피부', '말뿐인', '속눈썹', '입', '귀', '웃다', '플래시 사진']",""" 이노래뭐야?"" 도입부부터극락가는국내힙합 & 알앤비힙합",Better Days,,JUNNY
Grey,11.75,Grey,10.8,Grey,10.67,"['이마', '코', '볼', '피부', '말뿐인', '속눈썹', '입', '귀', '웃다', '플래시 사진']",""" 이노래뭐야?"" 도입부부터극락가는국내힙합 & 알앤비힙합",Deep Sea,,김승민
Grey,11.75,Grey,10.8,Grey,10.67,"['이마', '코', '볼', '피부', '말뿐인', '속눈썹', '입', '귀', '웃다', '플래시 사진']",""" 이노래뭐야?"" 도입부부터극락가는국내힙합 & 알앤비힙합",Droppa,,MELOH
Grey,11.75,Grey,10.8,Grey,10.67,"['이마', '코', '볼', '피부', '말뿐인', '속눈썹', '입', '귀', '웃다', '플래시 사진']",""" 이노래뭐야?"" 도입부부터극락가는국내힙합 & 알앤비힙합",비가 그치면,,Hoody
Grey,11.75,Grey,10.8,Grey,10.67,"['이마', '코', '볼', '피부', '말뿐인', '속눈썹', '입', '귀', '웃다', '플래시 사진']",""" 이노래뭐야?"" 도입부부터극락가는국내힙합 & 알앤비힙합",넌 그녀 옆에,,Geniejin
Grey,11.75,Grey,10.8,Grey,10.67,"['이마', '코', '볼', '피부', '말뿐인', '속눈썹', '입', '귀', '웃다', '플래시 사진']",""" 이노래뭐야?"" 도입부부터극락가는국내힙합 & 알앤비힙합",얼마나 더,,황세현
Grey,11.75,Grey,10.8,Grey,10.67,"['이마', '코', '볼', '피부', '말뿐인', '속눈썹', '입', '귀', '웃다', '플래시 사진']",""" 이노래뭐야?"" 도입부부터극락가는국내힙합 & 알앤비힙합",부질없다,,HAAN
Grey,11.75,Grey,10.8,Grey,10.67,"['하늘', '도시', '폰트', '경계표', '나무', '건물', '수도권', '자정', '중심지', '타워 블록']",한해가장인기가많았던팝송모음BestPopularSongsOf2023,All 4 Nothing,,Lauv
Grey,11.75,Grey,10.8,Grey,10.67,"['하늘', '도시', '폰트', '경계표', '나무', '건물', '수도권', '자정', '중심지', '타워 블록']",한해가장인기가많았던팝송모음BestPopularSongsOf2023,anything 4 u,,LANY
Grey,11.75,Grey,10.8,Grey,10.67,"['하늘', '도시', '폰트', '경계표', '나무', '건물', '수도권', '자정', '중심지', '타워 블록']",한해가장인기가많았던팝송모음BestPopularSongsOf2023,Alonica,,LANY
Grey,11.75,Grey,10.8,Grey,10.67,"['하늘', '도시', '폰트', '경계표', '나무', '건물', '수도권', '자정', '중심지', '타워 블록']",한해가장인기가많았던팝송모음BestPopularSongsOf2023,Kids Are Born Stars,,Lauv
Grey,11.75,Grey,10.8,Grey,10.67,"['하늘', '도시', '폰트', '경계표', '나무', '건물', '수도권', '자정', '중심지', '타워 블록']",한해가장인기가많았던팝송모음BestPopularSongsOf2023,Love U Like That,,Lauv
Grey,11.75,Grey,10.8,Grey,10.67,"['하늘', '도시', '폰트', '경계표', '나무', '건물', '수도권', '자정', '중심지', '타워 블록']",한해가장인기가많았던팝송모음BestPopularSongsOf2023,Evenings & Weekends,,Valley
Grey,11.75,Grey,10.8,Grey,10.67,"['하늘', '도시', '폰트', '경계표', '나무', '건물', '수도권', '자정', '중심지', '타워 블록']",한해가장인기가많았던팝송모음BestPopularSongsOf2023,LAST GOODBYE,,sunkis
Grey,11.75,Grey,10.8,Grey,10.67,"['하늘', '도시', '폰트', '경계표', '나무', '건물', '수도권', '자정', '중심지', '타워 블록']",한해가장인기가많았던팝송모음BestPopularSongsOf2023,Have A Good Summer,,Valley
Grey,11.75,Grey,10.8,Grey,10.67,"['하늘', '도시', '폰트', '경계표', '나무', '건물', '수도권', '자정', '중심지', '타워 블록']",한해가장인기가많았던팝송모음BestPopularSongsOf2023,girls like me don't cry,,thuy
Grey,11.75,Grey,10.8,Grey,10.67,"['하늘', '도시', '폰트', '경계표', '나무', '건물', '수도권', '자정', '중심지', '타워 블록']",한해가장인기가많았던팝송모음BestPopularSongsOf2023,SOCIETY,,Valley
Grey,11.75,Grey,10.8,Grey,10.67,"['하늘', '도시', '폰트', '경계표', '나무', '건물', '수도권', '자정', '중심지', '타워 블록']",한해가장인기가많았던팝송모음BestPopularSongsOf2023,Steal The Show,,Lauv
Grey,11.75,Grey,10.8,Grey,10.67,"['하늘', '도시', '폰트', '경계표', '나무', '건물', '수도권', '자정', '중심지', '타워 블록']",한해가장인기가많았던팝송모음BestPopularSongsOf2023,Love At First Fight,,LANY
