0,iframe
In Love In Vain Mildred Bailey,https://www.youtube.com/watch?v=kHRjgFMrTaY&pp=ygUeSW4gTG92ZSBJbiBWYWluIE1pbGRyZWQgQmFpbGV5
Compared to You (Original Mix) Matt Dennis,https://www.youtube.com/watch?v=jya0UXDcw8I&pp=ygUqQ29tcGFyZWQgdG8gWW91IChPcmlnaW5hbCBNaXgpIE1hdHQgRGVubmlz
He's Funny That Way Billie Holiday,https://www.youtube.com/watch?v=KYkH8-gEbpk&pp=ygUiSGUncyBGdW5ueSBUaGF0IFdheSBCaWxsaWUgSG9saWRheQ%3D%3D
So Tired Kay Starr,https://www.youtube.com/watch?v=C2RkvMxL2Fo&pp=ygUSU28gVGlyZWQgS2F5IFN0YXJy
Medley: Guess I'll Go Back Home (This Summer) / It's so Peaceful in the Country Daryl Sherman & John Cocuzzi,https://www.youtube.com/watch?v=wnZ_Pgyuezc&pp=ygVsTWVkbGV5OiBHdWVzcyBJJ2xsIEdvIEJhY2sgSG9tZSAoVGhpcyBTdW1tZXIpIC8gSXQncyBzbyBQZWFjZWZ1bCBpbiB0aGUgQ291bnRyeSBEYXJ5bCBTaGVybWFuICYgSm9obiBDb2N1enpp
"Everything I Have Is Yours (""Velvet Mood"" Version) Billie Holiday",https://www.youtube.com/watch?v=QQAGa-YOTZs&pp=ygVBRXZlcnl0aGluZyBJIEhhdmUgSXMgWW91cnMgKCJWZWx2ZXQgTW9vZCIgVmVyc2lvbikgQmlsbGllIEhvbGlkYXk%3D
I'm Yours Billie Holiday,https://www.youtube.com/watch?v=TJkS5kse9EA&pp=ygUYSSdtIFlvdXJzIEJpbGxpZSBIb2xpZGF5
Change Partners Joe Henderson,https://www.youtube.com/watch?v=D3lMMTy7lqc&pp=ygUdQ2hhbmdlIFBhcnRuZXJzIEpvZSBIZW5kZXJzb24%3D
A Fine Romance - from Swing Time Fred Astaire Oscar Peterson,https://www.youtube.com/watch?v=gWxzOcBkKy4&pp=ygU8QSBGaW5lIFJvbWFuY2UgLSBmcm9tIFN3aW5nIFRpbWUgRnJlZCBBc3RhaXJlIE9zY2FyIFBldGVyc29u
How Long Has This Been Going On Lena Horne,https://www.youtube.com/watch?v=3n-UwkDA1q0&pp=ygUqSG93IExvbmcgSGFzIFRoaXMgQmVlbiBHb2luZyBPbiBMZW5hIEhvcm5l
You Go To My Head Billie Holiday,https://www.youtube.com/watch?v=V7xQd3yt590&pp=ygUgWW91IEdvIFRvIE15IEhlYWQgQmlsbGllIEhvbGlkYXk%3D
It Never Entered My Mind Julie London,https://www.youtube.com/watch?v=HYHoJb8kduM&pp=ygUlSXQgTmV2ZXIgRW50ZXJlZCBNeSBNaW5kIEp1bGllIExvbmRvbg%3D%3D
Ghost Of A Chance Stephanie Nakasian,https://www.youtube.com/watch?v=nHGEWp43aI4&pp=ygUkR2hvc3QgT2YgQSBDaGFuY2UgU3RlcGhhbmllIE5ha2FzaWFu
Can't Help Lovin' That Man Julie London,https://www.youtube.com/watch?v=_Y9PVrnnytc&pp=ygUnQ2FuJ3QgSGVscCBMb3ZpbicgVGhhdCBNYW4gSnVsaWUgTG9uZG9u
Isn't This A Lovely Day Marion Ryan,https://www.youtube.com/watch?v=Jri6T3_H1_c&pp=ygUjSXNuJ3QgVGhpcyBBIExvdmVseSBEYXkgTWFyaW9uIFJ5YW4%3D
"Crazy He Calls Me Conor Albert, Alice Auer",https://www.youtube.com/watch?v=qn5TfieFces&pp=ygUqQ3JhenkgSGUgQ2FsbHMgTWUgQ29ub3IgQWxiZXJ0LCBBbGljZSBBdWVy
Valentine Laufey,https://www.youtube.com/watch?v=tyKu0uZS86Q&pp=ygUQVmFsZW50aW5lIExhdWZleQ%3D%3D
Sinatra Forrest Nolan,https://www.youtube.com/watch?v=vd6XFBv5zUY&pp=ygUVU2luYXRyYSBGb3JyZXN0IE5vbGFu
Coffee Cup Anthony Lazaro,https://www.youtube.com/watch?v=EQrDJGW-x0s&pp=ygUZQ29mZmVlIEN1cCBBbnRob255IExhemFybw%3D%3D
Somebody New Sophia James,https://www.youtube.com/watch?v=kq24R_8jYg4&pp=ygUZU29tZWJvZHkgTmV3IFNvcGhpYSBKYW1lcw%3D%3D
Best Friend Laufey,https://www.youtube.com/watch?v=-vriWOM7EPI&pp=ygUSQmVzdCBGcmllbmQgTGF1ZmV5
"You, Dear Eloise",https://www.youtube.com/watch?v=8MNEEGgFsKw&pp=ygUQWW91LCBEZWFyIEVsb2lzZQ%3D%3D
Trick of the Moon ELOISE,https://www.youtube.com/watch?v=JJHiimujgvc&pp=ygUYVHJpY2sgb2YgdGhlIE1vb24gRUxPSVNF
The Most Beautiful Thing Bruno Major,https://www.youtube.com/watch?v=1nml-_YE2OU&pp=ygUkVGhlIE1vc3QgQmVhdXRpZnVsIFRoaW5nIEJydW5vIE1ham9y
Go on Shining (feat. Jon Batiste) Rachael & Vilray,https://www.youtube.com/watch?v=byAvl2QllgQ&pp=ygUyR28gb24gU2hpbmluZyAoZmVhdC4gSm9uIEJhdGlzdGUpIFJhY2hhZWwgJiBWaWxyYXk%3D
"Time Traveling Sarah Kang, Anthony Lazaro",https://www.youtube.com/watch?v=m8g6exedStI&pp=ygUpVGltZSBUcmF2ZWxpbmcgU2FyYWggS2FuZywgQW50aG9ueSBMYXphcm8%3D
No Matter What Finding Hope,https://www.youtube.com/watch?v=krSX2tjVHn8&pp=ygUbTm8gTWF0dGVyIFdoYXQgRmluZGluZyBIb3Bl
SLUMBER John OFA Rhee,https://www.youtube.com/watch?v=xTBRmBZyKjY&pp=ygUVU0xVTUJFUiBKb2huIE9GQSBSaGVl
wish u felt the way i do Finding Hope,https://www.youtube.com/watch?v=zrhh3QVMnjE&pp=ygUld2lzaCB1IGZlbHQgdGhlIHdheSBpIGRvIEZpbmRpbmcgSG9wZQ%3D%3D
That′s What Love Is Gogang (고갱),https://www.youtube.com/watch?v=mRUIRaKyxZM&pp=ygUlVGhhdOKAsnMgV2hhdCBMb3ZlIElzIEdvZ2FuZyAo6rOg6rCxKQ%3D%3D
One Last Dance (Lullaby Version) Thomas Ng,https://www.youtube.com/watch?v=foU2kVVHPGw&pp=ygUqT25lIExhc3QgRGFuY2UgKEx1bGxhYnkgVmVyc2lvbikgVGhvbWFzIE5n
Ocean Waves Noni,https://www.youtube.com/watch?v=WQRwvvHogJI&pp=ygUQT2NlYW4gV2F2ZXMgTm9uaQ%3D%3D
When I See The Moon (feat. RIO) Bukyng,https://www.youtube.com/watch?v=QhDtTMZYKf8&pp=ygUmV2hlbiBJIFNlZSBUaGUgTW9vbiAoZmVhdC4gUklPKSBCdWt5bmc%3D
Gravity Gogang (고갱),https://www.youtube.com/watch?v=zn7_aVE_P88&pp=ygUXR3Jhdml0eSBHb2dhbmcgKOqzoOqwsSk%3D
Cherry Wine grentperez,https://www.youtube.com/watch?v=1o00J04ThXQ&pp=ygUWQ2hlcnJ5IFdpbmUgZ3JlbnRwZXJleg%3D%3D
pizza pepperoni Rahmania Astrini,https://www.youtube.com/watch?v=hZ4Nb1k06FE&pp=ygUgcGl6emEgcGVwcGVyb25pIFJhaG1hbmlhIEFzdHJpbmk%3D
dream come true (feat. Jade) lofi,https://www.youtube.com/watch?v=QIdZgh2_Qcg&pp=ygUhZHJlYW0gY29tZSB0cnVlIChmZWF0LiBKYWRlKSBsb2Zp
u & i verse (feat. Jade) lofi,https://www.youtube.com/watch?v=qH5cpD5PeQQ&pp=ygUddSAmIGkgdmVyc2UgKGZlYXQuIEphZGUpIGxvZmk%3D
Full Moon (Feat. Coopa) OVN (오븐),https://www.youtube.com/watch?v=_K11oA_cnf0&pp=ygUkRnVsbCBNb29uIChGZWF0LiBDb29wYSkgT1ZOICjsmKTruJAp
m o v i e (feat. Jade) lofi,https://www.youtube.com/watch?v=WL-G8mNyKrw&pp=ygUbbSBvIHYgaSBlIChmZWF0LiBKYWRlKSBsb2Zp
Polka Dots & Moonbeams Hentaidesu,https://www.youtube.com/watch?v=Y2bez1x3jyg&pp=ygUhUG9sa2EgRG90cyAmIE1vb25iZWFtcyBIZW50YWlkZXN1
Good Morning DAHEE,https://www.youtube.com/watch?v=3HPNmm5W-oc&pp=ygUSR29vZCBNb3JuaW5nIERBSEVF
once in a moon Sarah Kang,https://www.youtube.com/watch?v=G03KNr5EgpM&pp=ygUZb25jZSBpbiBhIG1vb24gU2FyYWggS2FuZw%3D%3D
Blueberry Johnny Stimson,https://www.youtube.com/watch?v=cvyuHD0W69U&pp=ygUYQmx1ZWJlcnJ5IEpvaG5ueSBTdGltc29u
I Hope You Think Of Me Lily Williams,https://www.youtube.com/watch?v=3jwwqoLA1eQ&pp=ygUkSSBIb3BlIFlvdSBUaGluayBPZiBNZSBMaWx5IFdpbGxpYW1z
Falling in Love at a Coffee Shop Daniela Andrade,https://www.youtube.com/watch?v=JZcJRw5Gs88&pp=ygUwRmFsbGluZyBpbiBMb3ZlIGF0IGEgQ29mZmVlIFNob3AgRGFuaWVsYSBBbmRyYWRl
"with me, with you Moux",https://www.youtube.com/watch?v=mGsHkl0ca8I&pp=ygUWd2l0aCBtZSwgd2l0aCB5b3UgTW91eA%3D%3D
your sonnet Nakamura Haruka,https://www.youtube.com/watch?v=zLaC5CTxJaA&pp=ygUbeW91ciBzb25uZXQgTmFrYW11cmEgSGFydWth
Words Gregory Alan Isakov,https://www.youtube.com/watch?v=IXaMF4FqIkM&pp=ygUZV29yZHMgR3JlZ29yeSBBbGFuIElzYWtvdg%3D%3D
"All I Had Was You Paul Moody, The Field Tapes, Kyle McEvoy",https://www.youtube.com/watch?v=n5_tmUEAtbY&pp=ygU6QWxsIEkgSGFkIFdhcyBZb3UgUGF1bCBNb29keSwgVGhlIEZpZWxkIFRhcGVzLCBLeWxlIE1jRXZveQ%3D%3D
Maybe Baby Maye,https://www.youtube.com/watch?v=27YfAYYUVOA&pp=ygUPTWF5YmUgQmFieSBNYXll
Summer Cologne Kelsey Kuan,https://www.youtube.com/watch?v=10YSv9gRrEk&pp=ygUaU3VtbWVyIENvbG9nbmUgS2Vsc2V5IEt1YW4%3D
My Dear (Unplugged) Jeff Bernat,https://www.youtube.com/watch?v=99KaLHTW8Z8&pp=ygUfTXkgRGVhciAoVW5wbHVnZ2VkKSBKZWZmIEJlcm5hdA%3D%3D
If You Wonder (Unplugged) Jeff Bernat,https://www.youtube.com/watch?v=pPbS8y7GAMM&pp=ygUlSWYgWW91IFdvbmRlciAoVW5wbHVnZ2VkKSBKZWZmIEJlcm5hdA%3D%3D
Completely Yours (Feat. Seungmin) Jade (제이드),https://www.youtube.com/watch?v=YzlWetbL9IA&pp=ygUyQ29tcGxldGVseSBZb3VycyAoRmVhdC4gU2V1bmdtaW4pIEphZGUgKOygnOydtOuTnCk%3D
No Hard Feelings Ry Cooder,https://www.youtube.com/watch?v=ZNN48bnnxSM&pp=ygUaTm8gSGFyZCBGZWVsaW5ncyBSeSBDb29kZXI%3D
love you not mj apanay,https://www.youtube.com/watch?v=XsHQsHjFv_I&pp=ygUWbG92ZSB5b3Ugbm90IG1qIGFwYW5heQ%3D%3D
One Has My Name the Other Has My Heart Carl Smith,https://www.youtube.com/watch?v=tCgEMDNJptY&pp=ygUxT25lIEhhcyBNeSBOYW1lIHRoZSBPdGhlciBIYXMgTXkgSGVhcnQgQ2FybCBTbWl0aA%3D%3D
Only When I Look into Your Eyes Fiji Blue,https://www.youtube.com/watch?v=iN3VIUGkNjM&pp=ygUpT25seSBXaGVuIEkgTG9vayBpbnRvIFlvdXIgRXllcyBGaWppIEJsdWU%3D
not much (better than before) andreas owens,https://www.youtube.com/watch?v=Hcx8XQJA47E&pp=ygUrbm90IG11Y2ggKGJldHRlciB0aGFuIGJlZm9yZSkgYW5kcmVhcyBvd2Vucw%3D%3D
Terracotta Brahny,https://www.youtube.com/watch?v=u9ize91xyn0&pp=ygURVGVycmFjb3R0YSBCcmFobnk%3D
Thru The Rain JOE CHO,https://www.youtube.com/watch?v=Xlo7b9nuA3M&pp=ygUVVGhydSBUaGUgUmFpbiBKT0UgQ0hP
Home (Acoustic) Peder Elias,https://www.youtube.com/watch?v=rUiO04IFcAs&pp=ygUbSG9tZSAoQWNvdXN0aWMpIFBlZGVyIEVsaWFz
Talk birdtunes,https://www.youtube.com/watch?v=08UkwNTGFj4&pp=ygUOVGFsayBiaXJkdHVuZXM%3D
So This Is Love Alexis Cole,https://www.youtube.com/watch?v=N0Sn3cyHrPU&pp=ygUbU28gVGhpcyBJcyBMb3ZlIEFsZXhpcyBDb2xl
Valerie Nora & Will,https://www.youtube.com/watch?v=NkkLlC2iq5E&pp=ygUTVmFsZXJpZSBOb3JhICYgV2lsbA%3D%3D
Sunday Morning Pekoe 8,https://www.youtube.com/watch?v=eFdhWvC1ZnI&pp=ygUWU3VuZGF5IE1vcm5pbmcgUGVrb2UgOA%3D%3D
Finish Line Anthony Lazaro,https://www.youtube.com/watch?v=UShZLystykQ&pp=ygUaRmluaXNoIExpbmUgQW50aG9ueSBMYXphcm8%3D
Crying a River Anthony Lazaro,https://www.youtube.com/watch?v=4kSsD18U39I&pp=ygUdQ3J5aW5nIGEgUml2ZXIgQW50aG9ueSBMYXphcm8%3D
An Art Gallery Could Never Be as Magnificent as You Scruffpuppie,https://www.youtube.com/watch?v=5R-0k4ZJ6Qg&pp=ygVAQW4gQXJ0IEdhbGxlcnkgQ291bGQgTmV2ZXIgQmUgYXMgTWFnbmlmaWNlbnQgYXMgWW91IFNjcnVmZnB1cHBpZQ%3D%3D
"Petrichor Keaton Henson, Ren Ford",https://www.youtube.com/watch?v=wJYXk0lSxcg&pp=ygUhUGV0cmljaG9yIEtlYXRvbiBIZW5zb24sIFJlbiBGb3Jk
I Wish You Love Ann Sally,https://www.youtube.com/watch?v=fXglljc_G9Q&pp=ygUZSSBXaXNoIFlvdSBMb3ZlIEFubiBTYWxseQ%3D%3D
La Puerta (Bonus Track) Mateo Stoneman,https://www.youtube.com/watch?v=zAM8aeeVhqs&pp=ygUmTGEgUHVlcnRhIChCb251cyBUcmFjaykgTWF0ZW8gU3RvbmVtYW4%3D
My Heart Stood Still Chet Baker,https://www.youtube.com/watch?v=1wCVo_3FoN8&pp=ygUfTXkgSGVhcnQgU3Rvb2QgU3RpbGwgQ2hldCBCYWtlcg%3D%3D
Without a Thought for My Heart Rachael & Vilray,https://www.youtube.com/watch?v=ni8kfUoJbaE&pp=ygUvV2l0aG91dCBhIFRob3VnaHQgZm9yIE15IEhlYXJ0IFJhY2hhZWwgJiBWaWxyYXk%3D
GONE BY THE MORNING John OFA Rhee,https://www.youtube.com/watch?v=VCRVTvhOj0w&pp=ygUhR09ORSBCWSBUSEUgTU9STklORyBKb2huIE9GQSBSaGVl
I've Never Been In Love Before Eliane Elias,https://www.youtube.com/watch?v=vSva0DRpQQc&pp=ygUrSSd2ZSBOZXZlciBCZWVuIEluIExvdmUgQmVmb3JlIEVsaWFuZSBFbGlhcw%3D%3D
My Violet and My Blue Jade (제이드),https://www.youtube.com/watch?v=k5_4G1Ewwqs&pp=ygUmTXkgVmlvbGV0IGFuZCBNeSBCbHVlIEphZGUgKOygnOydtOuTnCk%3D
By Love LambC (램씨),https://www.youtube.com/watch?v=Gv-KLlVbEk0&pp=ygUWQnkgTG92ZSBMYW1iQyAo656o7JSoKQ%3D%3D
Miss The Time 92914,https://www.youtube.com/watch?v=9Em2OAeqRnY&pp=ygUTTWlzcyBUaGUgVGltZSA5MjkxNA%3D%3D
Don't Keep Driving The Paper Kites,https://www.youtube.com/watch?v=aROa_qE2FLM&pp=ygUiRG9uJ3QgS2VlcCBEcml2aW5nIFRoZSBQYXBlciBLaXRlcw%3D%3D
Mrs Magic Strawberry Guy,https://www.youtube.com/watch?v=3dZczoNnFWI&pp=ygUYTXJzIE1hZ2ljIFN0cmF3YmVycnkgR3V5
bonfire wave to earth,https://www.youtube.com/watch?v=R-NeDsIHTYU&pp=ygUVYm9uZmlyZSB3YXZlIHRvIGVhcnRo
love u Shye,https://www.youtube.com/watch?v=83jZQlHiT1Y&pp=ygULbG92ZSB1IFNoeWU%3D
daisy. wave to earth,https://www.youtube.com/watch?v=OwHonodA2hE&pp=ygUUZGFpc3kuIHdhdmUgdG8gZWFydGg%3D
Various Places Jeff Bernat,https://www.youtube.com/watch?v=vpxiM-HXbGE&pp=ygUaVmFyaW91cyBQbGFjZXMgSmVmZiBCZXJuYXQ%3D
For Us (Feat. THAMA) DAUL,https://www.youtube.com/watch?v=J-gE6-I_a1E&pp=ygUZRm9yIFVzIChGZWF0LiBUSEFNQSkgREFVTA%3D%3D
Floating Raveena,https://www.youtube.com/watch?v=Zr7qPPtduv4&pp=ygUQRmxvYXRpbmcgUmF2ZWVuYQ%3D%3D
Fingerprints Hiatus Kaiyote,https://www.youtube.com/watch?v=YUmSu_54478&pp=ygUbRmluZ2VycHJpbnRzIEhpYXR1cyBLYWl5b3Rl
Strange Roses Ady Suleiman,https://www.youtube.com/watch?v=EnSV1hdN034&pp=ygUaU3RyYW5nZSBSb3NlcyBBZHkgU3VsZWltYW4%3D
What You're Doing Moonchild,https://www.youtube.com/watch?v=8xix69loVUU&pp=ygUbV2hhdCBZb3UncmUgRG9pbmcgTW9vbmNoaWxk
HOME 다운 (Dvwn),https://www.youtube.com/watch?v=8WN9sOaNR0g&pp=ygUSSE9NRSDri6TsmrQgKER2d24p
Dream Portraits THAMA,https://www.youtube.com/watch?v=1Ry8RZa1fuw&pp=ygUVRHJlYW0gUG9ydHJhaXRzIFRIQU1B
I See You Adam Turley,https://www.youtube.com/watch?v=4oZE6EWQo8k&pp=ygUVSSBTZWUgWW91IEFkYW0gVHVybGV5
believe Anthony Watts,https://www.youtube.com/watch?v=tsU5s6mMHjg&pp=ygUVYmVsaWV2ZSBBbnRob255IFdhdHRz
love song YUNGBLUD,https://www.youtube.com/watch?v=FzKJ9-3MQBc&pp=ygUSbG92ZSBzb25nIFlVTkdCTFVE
happy for you (acoustic) Alex Porat,https://www.youtube.com/watch?v=1tshXOq17oI&pp=ygUjaGFwcHkgZm9yIHlvdSAoYWNvdXN0aWMpIEFsZXggUG9yYXQ%3D
More Than Friends Mokita,https://www.youtube.com/watch?v=hW9BpmYqfYA&pp=ygUYTW9yZSBUaGFuIEZyaWVuZHMgTW9raXRh
Violet Peach Tree Rascals,https://www.youtube.com/watch?v=0YaGx4T4fL4&pp=ygUZVmlvbGV0IFBlYWNoIFRyZWUgUmFzY2Fscw%3D%3D
Street by Street Laufey,https://www.youtube.com/watch?v=Xsn8fIqhk9w&pp=ygUXU3RyZWV0IGJ5IFN0cmVldCBMYXVmZXk%3D
You Can't Hide Away From Love Jamie Cullum,https://www.youtube.com/watch?v=YkQ2CreM7Rs&pp=ygUqWW91IENhbid0IEhpZGUgQXdheSBGcm9tIExvdmUgSmFtaWUgQ3VsbHVt
Let Me Into Your Heart Isaac Waddington,https://www.youtube.com/watch?v=AL5WNZJd4d0&pp=ygUnTGV0IE1lIEludG8gWW91ciBIZWFydCBJc2FhYyBXYWRkaW5ndG9u
Someone New Laufey,https://www.youtube.com/watch?v=RldhR-Yu_W8&pp=ygUSU29tZW9uZSBOZXcgTGF1ZmV5
i Can't Stop Loving You Ardhito Pramono,https://www.youtube.com/watch?v=l3fbJU95LmI&pp=ygUnaSBDYW4ndCBTdG9wIExvdmluZyBZb3UgQXJkaGl0byBQcmFtb25v
Sitting This One Out (Feat. Alice Auer) Natty Reeves,https://www.youtube.com/watch?v=CWZkz5KzEE4&pp=ygU0U2l0dGluZyBUaGlzIE9uZSBPdXQgKEZlYXQuIEFsaWNlIEF1ZXIpIE5hdHR5IFJlZXZlcw%3D%3D
Lover / Earth Angel Joey Stamper,https://www.youtube.com/watch?v=TaJgaZOUaac&pp=ygUgTG92ZXIgLyBFYXJ0aCBBbmdlbCBKb2V5IFN0YW1wZXI%3D
Nowhere to Be Joey Stamper,https://www.youtube.com/watch?v=l5xZepWlmPQ&pp=ygUaTm93aGVyZSB0byBCZSBKb2V5IFN0YW1wZXI%3D
Tangled Up (Reimagined) Jesse Barrera,https://www.youtube.com/watch?v=JqRyzEq5Cng&pp=ygUlVGFuZ2xlZCBVcCAoUmVpbWFnaW5lZCkgSmVzc2UgQmFycmVyYQ%3D%3D
someone like u lullaboy,https://www.youtube.com/watch?v=LMFrREufYB8&pp=ygUXc29tZW9uZSBsaWtlIHUgbHVsbGFib3k%3D
I’m Gonna Be / 500 Miles Joey Stamper,https://www.youtube.com/watch?v=f0-uk3o540g&pp=ygUnSeKAmW0gR29ubmEgQmUgLyA1MDAgTWlsZXMgSm9leSBTdGFtcGVy
I Can't Make You Love Me (Acoustic) Conor Matthews,https://www.youtube.com/watch?v=MuF3plIzXl0&pp=ygUySSBDYW4ndCBNYWtlIFlvdSBMb3ZlIE1lIChBY291c3RpYykgQ29ub3IgTWF0dGhld3M%3D
Can't Help Falling in Love With You Travis Atreo,https://www.youtube.com/watch?v=3Wq6AHvesYg&pp=ygUwQ2FuJ3QgSGVscCBGYWxsaW5nIGluIExvdmUgV2l0aCBZb3UgVHJhdmlzIEF0cmVv
personal lullaboy,https://www.youtube.com/watch?v=dDz880scsU4&pp=ygURcGVyc29uYWwgbHVsbGFib3k%3D
fake optics Ardhito Pramono,https://www.youtube.com/watch?v=wx9mD4MWZ_g&pp=ygUbZmFrZSBvcHRpY3MgQXJkaGl0byBQcmFtb25v
My Dear Jeff Bernat,https://www.youtube.com/watch?v=UluPVXRG8Ag&pp=ygUTTXkgRGVhciBKZWZmIEJlcm5hdA%3D%3D
Second Time Bruno Major,https://www.youtube.com/watch?v=YJxyLgRqCIo&pp=ygUXU2Vjb25kIFRpbWUgQnJ1bm8gTWFqb3I%3D
Falling in Love Cody Fry,https://www.youtube.com/watch?v=v5fKMm-205o&pp=ygUYRmFsbGluZyBpbiBMb3ZlIENvZHkgRnJ5
Fair-Weather Friend Bruno Major,https://www.youtube.com/watch?v=oksHjuqzsi4&pp=ygUfRmFpci1XZWF0aGVyIEZyaWVuZCBCcnVubyBNYWpvcg%3D%3D
The Weight Gabe Bondoc,https://www.youtube.com/watch?v=qx8DQVuP3aY&pp=ygUWVGhlIFdlaWdodCBHYWJlIEJvbmRvYw%3D%3D
High 5 Seconds of Summer,https://www.youtube.com/watch?v=Z4NUIpynH0s&pp=ygUYSGlnaCA1IFNlY29uZHMgb2YgU3VtbWVy
fml Anthony Watts,https://www.youtube.com/watch?v=4V6x1TePgxU&pp=ygURZm1sIEFudGhvbnkgV2F0dHM%3D
Canada (Feat. Alessia Cara) Lauv,https://www.youtube.com/watch?v=hb_p3bKrK84&pp=ygUgQ2FuYWRhIChGZWF0LiBBbGVzc2lhIENhcmEpIExhdXY%3D
Best Friend Peder Elias,https://www.youtube.com/watch?v=FqTtUTT_zGs&pp=ygUXQmVzdCBGcmllbmQgUGVkZXIgRWxpYXM%3D
Parking lot heyden,https://www.youtube.com/watch?v=jecCXvTaIz4&pp=ygUSUGFya2luZyBsb3QgaGV5ZGVu
Something Different (Feat. Matt Bloyd) CLNGR,https://www.youtube.com/watch?v=EnflDDyqE04&pp=ygUsU29tZXRoaW5nIERpZmZlcmVudCAoRmVhdC4gTWF0dCBCbG95ZCkgQ0xOR1I%3D
"Butterflies MAX, Ali Gatie",https://www.youtube.com/watch?v=5vvBWO2K7KQ&pp=ygUaQnV0dGVyZmxpZXMgTUFYLCBBbGkgR2F0aWU%3D
For Now Lauv,https://www.youtube.com/watch?v=xbX9bXshKr0&pp=ygUMRm9yIE5vdyBMYXV2
Another day heyden,https://www.youtube.com/watch?v=01ys8W3Sq0o&pp=ygUSQW5vdGhlciBkYXkgaGV5ZGVu
Only Everything (Acoustic) Quinn Lewis,https://www.youtube.com/watch?v=xEtIRD9JIXM&pp=ygUmT25seSBFdmVyeXRoaW5nIChBY291c3RpYykgUXVpbm4gTGV3aXM%3D
don't waste your time slchld,https://www.youtube.com/watch?v=iu4dDA9del0&pp=ygUcZG9uJ3Qgd2FzdGUgeW91ciB0aW1lIHNsY2hsZA%3D%3D
wave Anthony Watts,https://www.youtube.com/watch?v=3e-btNWh5B0&pp=ygUSd2F2ZSBBbnRob255IFdhdHRz
Baby Blue Ro James,https://www.youtube.com/watch?v=dKjDFGcWOi4&pp=ygUSQmFieSBCbHVlIFJvIEphbWVz
"No Longer (Sidenoise Remix) Dave Anonuevo, UTCPLUS8",https://www.youtube.com/watch?v=IedP5p8rXVQ&pp=ygUzTm8gTG9uZ2VyIChTaWRlbm9pc2UgUmVtaXgpIERhdmUgQW5vbnVldm8sIFVUQ1BMVVM4
"Nothing to You ZUHAIR, Josiah Saav",https://www.youtube.com/watch?v=W_O5TtC8fa0&pp=ygUiTm90aGluZyB0byBZb3UgWlVIQUlSLCBKb3NpYWggU2Fhdg%3D%3D
The Right Way PARTYNEXTDOOR,https://www.youtube.com/watch?v=fkTHQAAipIw&pp=ygUbVGhlIFJpZ2h0IFdheSBQQVJUWU5FWFRET09S
The Way I like (Stephen Rigmaiden Mix) (feat. Amera Light & Julius The Mad Thinker) Johnny JM,https://www.youtube.com/watch?v=uKBvBCyu4UY&pp=ygVdVGhlIFdheSBJIGxpa2UgKFN0ZXBoZW4gUmlnbWFpZGVuIE1peCkgKGZlYXQuIEFtZXJhIExpZ2h0ICYgSnVsaXVzIFRoZSBNYWQgVGhpbmtlcikgSm9obm55IEpN
The Art Of Getting By Laura Zocca,https://www.youtube.com/watch?v=egA907S3uhw&pp=ygUhVGhlIEFydCBPZiBHZXR0aW5nIEJ5IExhdXJhIFpvY2Nh
She Chose Me Bruno Major,https://www.youtube.com/watch?v=CpjFHr4L-sQ&pp=ygUYU2hlIENob3NlIE1lIEJydW5vIE1ham9y
TREE Roy Borland,https://www.youtube.com/watch?v=ZStHVF8NVq8&pp=ygUQVFJFRSBSb3kgQm9ybGFuZA%3D%3D
Room For Milk 92914,https://www.youtube.com/watch?v=Kfjxe6E3LbY&pp=ygUTUm9vbSBGb3IgTWlsayA5MjkxNA%3D%3D
For Sure (Feat. Cold Bay) Xydo (시도),https://www.youtube.com/watch?v=MLvJLcKcLmQ&pp=ygUnRm9yIFN1cmUgKEZlYXQuIENvbGQgQmF5KSBYeWRvICjsi5zrj4Qp
One Drop Can Make A Rainbow (Feat. Yonko (욘코)) PLZY (플리지),https://www.youtube.com/watch?v=NoUt0-TLiOI&pp=ygVDT25lIERyb3AgQ2FuIE1ha2UgQSBSYWluYm93IChGZWF0LiBZb25rbyAo7JqY7L2UKSkgUExaWSAo7ZSM66as7KeAKQ%3D%3D
Sun 알틴비(Artinb),https://www.youtube.com/watch?v=4bv-KjYGe20&pp=ygUVU3VuIOyVjO2LtOu5hChBcnRpbmIp
Waltz (Feat. Gaho) 준 (JUNE),https://www.youtube.com/watch?v=iBgK4Cf_FUM&pp=ygUdV2FsdHogKEZlYXQuIEdhaG8pIOykgCAoSlVORSk%3D
"Good Morning Mr. Perez Drum & Lace, Ian Hultquist",https://www.youtube.com/watch?v=z0sG9BiFZ1Q&pp=ygUxR29vZCBNb3JuaW5nIE1yLiBQZXJleiBEcnVtICYgTGFjZSwgSWFuIEh1bHRxdWlzdA%3D%3D
Yesterday 그리즐리 (Grizzly),https://www.youtube.com/watch?v=f0RfzKmBhGk&pp=ygUgWWVzdGVyZGF5IOq3uOumrOymkOumrCAoR3JpenpseSk%3D
Beautiful Love 오새봄 (OH SAE BOM),https://www.youtube.com/watch?v=xvq8SWAcY1Y&pp=ygUlQmVhdXRpZnVsIExvdmUg7Jik7IOI67SEIChPSCBTQUUgQk9NKQ%3D%3D
Toy Fly By Midnight,https://www.youtube.com/watch?v=agrDe40W_PA&pp=ygUTVG95IEZseSBCeSBNaWRuaWdodA%3D%3D
